-8242930.911759264, 4966677.450771503
-8242950.021016335, 4966696.560028574
-8242921.357130728, 4966667.896142968
-8242921.357130728, 4966677.450771503
-8242950.021016335, 4966715.669285646
-8242930.911759264, 4966687.005400039
-8242930.911759264, 4966696.560028574
-8242921.357130728, 4966687.005400039
-8242940.466387799, 4966715.669285646
-8242921.357130728, 4966696.560028574
-8242873.58398805, 4966706.114657111
-8242854.474730979, 4966715.669285646
-8242844.920102443, 4966706.114657111
-8242844.920102443, 4966715.669285646
-8242825.810845371, 4966706.114657111
-8242864.029359514, 4966753.887799788
-8242854.474730979, 4966753.887799788
-8242787.592331229, 4966667.896142968
-8242787.592331229, 4966658.341514432
-8242854.474730979, 4966772.99705686
-8242730.264560015, 4966601.013743218
-8242892.693245121, 4966839.8794566095
-8242854.474730979, 4966782.551685396
-8242892.693245121, 4966849.434085145
-8242768.4830741575, 4966667.896142968
-8242835.365473907, 4966772.99705686
-8242758.928445622, 4966658.341514432
-8242892.693245121, 4966858.988713681
-8242892.693245121, 4966868.543342216
-8242844.920102443, 4966801.660942467
-8242835.365473907, 4966792.106313931
-8242854.474730979, 4966820.770199538
-8242835.365473907, 4966801.660942467
-8242778.037702694, 4966715.669285646
-8242854.474730979, 4966830.324828073
-8242844.920102443, 4966820.770199538
-8242778.037702694, 4966734.778542717
-8242778.037702694, 4966744.333171253
-8242825.810845371, 4966811.215571002
-8242778.037702694, 4966763.442428324
-8242787.592331229, 4966792.106313931
-8242835.365473907, 4966858.988713681
-8242806.7015883, 4966820.770199538
-8242806.7015883, 4966830.324828073
-8242835.365473907, 4966878.097970752
-8242797.146959765, 4966811.215571002
-8242797.146959765, 4966830.324828073
-8242711.155302944, 4966715.669285646
-8242653.82753173, 4966629.677628825
-8242787.592331229, 4966820.770199538
-8242778.037702694, 4966839.8794566095
-8242778.037702694, 4966820.770199538
-8242701.6006744085, 4966715.669285646
-8242606.054389052, 4966601.013743218
-8242606.054389052, 4966610.568371754
-8242711.155302944, 4966763.442428324
-8242596.499760516, 4966601.013743218
-8242758.928445622, 4966830.324828073
-8242577.390503445, 4966581.904486147
-8242529.617360767, 4966515.022086398
-8242634.718274659, 4966677.450771503
-8242625.163646123, 4966677.450771503
-8242768.4830741575, 4966887.652599287
-8242520.062732231, 4966534.131343469
-8242606.054389052, 4966658.341514432
-8242577.390503445, 4966620.123000289
-8242720.70993148, 4966868.543342216
-8242567.83587491, 4966610.568371754
-8242711.155302944, 4966849.434085145
-8242634.718274659, 4966820.770199538
-8242596.499760516, 4966658.341514432
-8242615.609017587, 4966696.560028574
-8242558.281246373, 4966610.568371754
-8242567.83587491, 4966629.677628825
-8242586.945131981, 4966658.341514432
-8242615.609017587, 4966706.114657111
-8242586.945131981, 4966687.005400039
-8242606.054389052, 4966715.669285646
-8242692.046045872, 4966849.434085145
-8242682.491417337, 4966849.434085145
-8242586.945131981, 4966753.887799788
-8242577.390503445, 4966753.887799788
-8242586.945131981, 4966792.106313931
-8242567.83587491, 4966763.442428324
-8242548.726617838, 4966677.450771503
-8242558.281246373, 4966753.887799788
-8242577.390503445, 4966811.215571002
-8242405.407189803, 4966734.778542717
-8242405.407189803, 4966744.333171253
-8242395.852561268, 4966744.333171253
