130.0, 736.0
143.0, 651.0
144.0, 770.0
155.0, 749.0
158.0, 606.0
158.0, 705.0
174.0, 690.0
177.0, 723.0
179.0, 614.0
188.0, 703.0
336.0, 755.0
397.0, 769.0
400.0, 812.0
413.0, 795.0
435.0, 851.0
442.0, 655.0
446.0, 674.0
463.0, 1023.0
466.0, 1036.0
494.0, 625.0
495.0, 1285.0
515.0, 387.0
515.0, 606.0
524.0, 372.0
527.0, 1042.0
529.0, 660.0
541.0, 1077.0
545.0, 347.0
558.0, 323.0
562.0, 576.0
574.0, 607.0
576.0, 516.0
590.0, 592.0
591.0, 898.0
607.0, 480.0
607.0, 525.0
609.0, 865.0
623.0, 832.0
637.0, 579.0
672.0, 785.0
685.0, 701.0
689.0, 451.0
700.0, 592.0
704.0, 576.0
707.0, 396.0
721.0, 624.0
722.0, 588.0
738.0, 1067.0
739.0, 1345.0
752.0, 625.0
752.0, 656.0
752.0, 671.0
765.0, 1074.0
820.0, 1487.0
832.0, 1459.0
833.0, 892.0
834.0, 1490.0
835.0, 644.0
849.0, 1604.0
852.0, 1842.0
882.0, 1282.0
892.0, 1281.0
899.0, 481.0
910.0, 1819.0
912.0, 1358.0
916.0, 1504.0
925.0, 494.0
927.0, 1548.0
928.0, 525.0
941.0, 514.0
945.0, 1364.0
955.0, 1242.0
957.0, 1564.0
958.0, 1502.0
960.0, 1380.0
977.0, 1230.0
1007.0, 1298.0
1008.0, 1218.0
1024.0, 705.0
1038.0, 719.0
1055.0, 926.0
1069.0, 927.0
1075.0, 801.0
1087.0, 911.0
1087.0, 1408.0
1102.0, 941.0
1136.0, 835.0
1556.0, 1520.0
1566.0, 1498.0
1589.0, 1506.0
