64.0, 592.0
32.0, 560.0
80.0, 608.0
80.0, 592.0
32.0, 528.0
64.0, 576.0
64.0, 560.0
80.0, 576.0
48.0, 528.0
80.0, 560.0
160.0, 544.0
192.0, 528.0
208.0, 544.0
208.0, 528.0
240.0, 544.0
176.0, 464.0
192.0, 464.0
304.0, 608.0
304.0, 624.0
192.0, 432.0
400.0, 720.0
128.0, 320.0
192.0, 416.0
128.0, 304.0
336.0, 608.0
224.0, 432.0
352.0, 624.0
128.0, 288.0
128.0, 272.0
208.0, 384.0
224.0, 400.0
192.0, 352.0
224.0, 384.0
320.0, 528.0
192.0, 336.0
208.0, 352.0
320.0, 496.0
320.0, 480.0
240.0, 368.0
320.0, 448.0
304.0, 400.0
224.0, 288.0
272.0, 352.0
272.0, 336.0
224.0, 256.0
288.0, 368.0
288.0, 336.0
432.0, 528.0
528.0, 672.0
304.0, 352.0
320.0, 320.0
320.0, 352.0
448.0, 528.0
608.0, 720.0
608.0, 704.0
432.0, 448.0
624.0, 720.0
352.0, 336.0
656.0, 752.0
736.0, 864.0
560.0, 592.0
576.0, 592.0
336.0, 240.0
752.0, 832.0
608.0, 624.0
656.0, 688.0
416.0, 272.0
672.0, 704.0
432.0, 304.0
560.0, 352.0
624.0, 624.0
592.0, 560.0
688.0, 704.0
672.0, 672.0
640.0, 624.0
592.0, 544.0
640.0, 576.0
608.0, 528.0
464.0, 304.0
480.0, 304.0
640.0, 464.0
656.0, 464.0
640.0, 400.0
672.0, 448.0
704.0, 592.0
688.0, 464.0
656.0, 368.0
944.0, 496.0
944.0, 480.0
960.0, 480.0
